"harbour"	"lon"	"lat"	"range"
"Bourg Chapon (Charron)"	"Bourg Chapon (Charron)"	-1.1	46.283333	3
"BOUZAS"	"BOUZAS"	-8.75209991	42.23056569	3
"Bouzigues / Etang de Thau (ens. de communes)"	"Bouzigues / Etang de Thau (ens. de communes)"	3.65	43.45	3
"BOVA MARINA"	"BOVA MARINA"	15.916667	37.933333	3
"Bovallstrand"	"Bovallstrand"	11.333333	58.483333	3
"BOVENSE MOSE (ØSTFYN)"	"BOVENSE MOSE (ØSTFYN)"	10.725	55.3832	3
"BØVLING HAVN = BØVLINGBJERG"	"BØVLING HAVN = BØVLINGBJERG"	8.2027	56.4361	3
"BØVLINGBJERG"	"BØVLINGBJERG"	8.2028	56.4361	3
"Bowmore"	"Bowmore"	-6.3	55.73333333	3
"Boyardville (Saint-Georges-d Oléron)"	"Boyardville (Saint-Georges-d Oléron)"	-1.333333	45.983333	3
"Bracadale"	"Bracadale"	-6.4075	57.36166667	3
"BRADWELL"	"BRADWELL"	0.883333333	51.73333333	3
"BRAKE"	"BRAKE"	8.483333333	53.33333333	3
"Brancaster Staithe"	"Brancaster Staithe"	0.683333278	52.96666718	3
"BRANCASTER STAITHE"	"BRANCASTER STAITHE"	0.666666667	52.96666667	3
"BRANDEN"	"BRANDEN"	9.0288	56.7989	3
"Brandon"	"Brandon"	22.340833	65.701333	3
"Branno"	"Branno"	11.773833	57.643667	3
"Brantevik"	"Brantevik"	14.353333	55.513333	3
"Bratton"	"Bratton"	11.738	57.921667	3
"BRAUNTON"	"BRAUNTON"	-4.183333333	51.1	3
"BRAY"	"BRAY"	-6.086031273	53.21575122	3
"Breasclete"	"Breasclete"	-6.756388889	58.21583333	3
"BREDBALLE"	"BREDBALLE"	9.605	55.7196	3
"BREEGE"	"BREEGE"	13.35066667	54.60133333	3
"BREGNØR"	"BREGNØR"	10.5954	55.4706	3
"Bréhec (plusieurs communes)"	"Bréhec (plusieurs communes)"	-2.983333	48.75	3
"BREJNING"	"BREJNING"	9.6737	55.6628	3
"BREMERHAVEN"	"BREMERHAVEN"	8.567333333	53.53366667	3
"Breskens"	"Breskens"	3.55	51.4	3
"Brest"	"Brest"	-4.5	48.383335	3
"Brevik (Tanum)"	"Brevik (Tanum)"	11.309333	58.4865	3
"Brevik (Tyreso)"	"Brevik (Tyreso)"	18.3905	59.212167	3
"Brézellec (Plogoff)"	"Brézellec (Plogoff)"	-4.666667	48.033333	3
"Bricqueville-sur-Mer"	"Bricqueville-sur-Mer"	-1.516667	48.916667	3
"Bridgwater"	"Bridgwater"	-3.033333302	51.15000153	3
"BRIDGWATER"	"BRIDGWATER"	-3.000555556	51.12972222	3
"Bridlington"	"Bridlington"	-0.18333329	54.083332	3
"BRIDLINGTON"	"BRIDLINGTON"	-0.208055556	54.095	3
"Brightlingsea"	"Brightlingsea"	1.033333302	51.79999924	3
"BRIGHTLINGSEA"	"BRIGHTLINGSEA"	1.033333333	51.8	3
"Brighton"	"Brighton"	-0.133333296	50.81666565	3
"BRIGHTON"	"BRIGHTON"	0	50.83333333	3
"Brigneau (Moëlan-sur-Mer)"	"Brigneau (Moëlan-sur-Mer)"	-3.633333	47.816667	3
"Brignogan-Plage"	"Brignogan-Plage"	-4.316667	48.666667	3
"BRINDISI"	"BRINDISI"	17.933333	40.633333	3
"Bristol"	"Bristol"	-2.700000048	51.48333359	3
"BRISTOL"	"BRISTOL"	-2.583333333	51.45	3
"Brixham"	"Brixham"	-3.5166667	50.383335	3
"BRIXHAM"	"BRIXHAM"	-3.5	50.38333333	3
"Broadford"	"Broadford"	-5.883333333	57.23333333	3
"Broadstairs"	"Broadstairs"	1.450000048	51.36666489	3
"BROADSTAIRS"	"BROADSTAIRS"	1.416666667	51.36666667	3
"Brodick"	"Brodick"	-5.133333333	55.56666667	3
"BROEK"	"BROEK"	10.7505	54.30066667	3
"BROEKINWATERLAND"	"BROEKINWATERLAND"	4.99	52.43	3
"BROKDORF"	"BROKDORF"	9.333333333	53.85	3
"Bromsebro"	"Bromsebro"	15.992	56.296	3
"Brora"	"Brora"	-3.833333333	58.01666667	3
"Brouage (Hiers-Brouage)"	"Brouage (Hiers-Brouage)"	-1.066667	45.85	3
"Brough"	"Brough"	-3.333333333	58.65	3
"Bruichladdich"	"Bruichladdich"	-6.35	55.75	3
"BRUINISSE"	"BRUINISSE"	4.1	51.66	3
"BRUNSBUETTEL"	"BRUNSBUETTEL"	9.15	54.9	3
"BRUNSBUETTELKOOG"	"BRUNSBUETTELKOOG"	9.15	54.9	3
"BRUNSHUSE"	"BRUNSHUSE"	9.9995	55.2015	3
"Brunskar"	"Brunskar"	11.6645	57.824667	3
"Bua"	"Bua"	12.115	57.24	3
"Buckie"	"Buckie"	-2.956111111	57.68055556	3
"Bude"	"Bude"	-4.533333302	50.83333206	3
"BUDE"	"BUDE"	-4.55	50.83333333	3
"Budskar"	"Budskar"	11.938333	57.515333	3
"Buenavista"	"Buenavista"	-16.84299972	28.35599901	3
"BUESUM"	"BUESUM"	8.85	54.13333333	3
"BUEU"	"BUEU"	-8.78564382	42.3291555	3
"Buguélès (Penvénan)"	"Buguélès (Penvénan)"	-3.275	48.841667	3
"BUNBEG"	"BUNBEG"	-8.337886994	55.0646946	3
"BUNCRANA"	"BUNCRANA"	-7.440833275	55.12915613	3
"BUNDORAN"	"BUNDORAN"	-8.310084619	54.48495426	3
"Bunessan"	"Bunessan"	-6.233333333	56.32	3
"Bungenas"	"Bungenas"	19.08	57.806333	3
"BUNSCHOTEN"	"BUNSCHOTEN"	5.38	52.25	3
"Burea"	"Burea"	21.236667	64.618333	3
"Burela"	"Burela"	-7.35143266	43.6599526	3
"BURESØ"	"BURESØ"	12.2314	55.8142	3
"Burgas"	"Burgas"	27.46	42.48733333	3
"Burghead"	"Burghead"	-3.498333333	57.7025	3
"BURGSTAAKEN"	"BURGSTAAKEN"	11.184	54.41716667	3
"Burgsvik"	"Burgsvik"	18.263333	57.033333	3
"Burnham-On-Crouch"	"Burnham-On-Crouch"	0.81666672	51.616665	3
"BURNHAM-ON-CROUCH"	"BURNHAM-ON-CROUCH"	0.833333333	51.61666667	3
"Burnmouth"	"Burnmouth"	-2.05	55.85	3
"Burntisland"	"Burntisland"	-3.216666667	56.06666667	3
"Burra (Hamnavoe)"	"Burra (Hamnavoe)"	-1.333055556	60.10833333	3
"Burravoe"	"Burravoe"	-1.033055556	60.49138889	3
"Burray"	"Burray"	-2.916666667	58.85	3
"Burriana"	"Burriana"	-0.06540743	39.85503421	3
"Burry Port"	"Burry Port"	-4.25	51.66666794	3
"BURRY PORT"	"BURRY PORT"	-4.25	51.68333333	3
"BURSLEDON"	"BURSLEDON"	-1.3	50.86666667	3
"Burtonport"	"Burtonport"	-8.443888664	54.98833466	3
"BURTONPORT"	"BURTONPORT"	-8.432548494	54.98729079	3
"BUSTIO"	"BUSTIO"	-4.5131526	43.38623922	3
"Bute"	"Bute"	-5.159722222	55.88583333	3
"Bygdea"	"Bygdea"	20.84685	64.061083	3
"Byske"	"Byske"	21.228333	64.946667	3
"Byxelkrok"	"Byxelkrok"	17.008333	57.328333	3
"CABO DE CRUZ - BOIRO"	"CABO DE CRUZ - BOIRO"	-8.88620803	42.61613324	3
"CADAQUES"	"CADAQUES"	3.28195915	42.28978384	3
"Cadgwith"	"Cadgwith"	-5.166666508	49.98333359	3
"CADGWITH"	"CADGWITH"	-5.166666667	49.98333333	3
"Cadiz"	"Cadiz"	-6.27254435	36.52116248	3
"Caen"	"Caen"	-0.35	49.183333	3
"Caernarvon"	"Caernarvon"	-4.25	53.13333511	3
"CAGLIARI"	"CAGLIARI"	9.116667	39.216667	3
"CAHIRCIVEEN"	"CAHIRCIVEEN"	-10.25	51.933	3
"CAHORE POINT"	"CAHORE POINT"	-6.202902774	52.57021647	3
"Cairnbulg"	"Cairnbulg"	-1.916666667	57.66666667	3
"CALA-RATJADA"	"CALA-RATJADA"	3.46633308	39.71196909	3
"CALA GONONE"	"CALA GONONE"	9.633333	40.3	3
"CALAFELL"	"CALAFELL"	1.60856107	41.18883482	3
"Calais"	"Calais"	1.833333	50.95	3
"CALASETTA"	"CALASETTA"	8.366667	39.05	3
"CALELLA DE LA COSTA"	"CALELLA DE LA COSTA"	2.66872514	41.61520361	3
"CALETA DEL SEBO (LA GRACIOSA)"	"CALETA DEL SEBO (LA GRACIOSA)"	-13.50284855	29.22937237	3
"Callonges (Saint-Ciers-sur-Gironde)"	"Callonges (Saint-Ciers-sur-Gironde)"	-0.616667	45.3	3
"Calpe"	"Calpe"	0.07001152	38.64007501	3
"Calvi / L Île-Rousse"	"Calvi / L Île-Rousse"	8.75	42.566667	3
"Camaret (Camaret-sur-Mer)"	"Camaret (Camaret-sur-Mer)"	-4.6	48.283333	3
"CAMARIÑAS"	"CAMARIÑAS"	-9.18137209	43.12935251	3
"Cambados"	"Cambados"	-8.82488277	42.52059817	3
"CAMBER"	"CAMBER"	0.783333333	50.93333333	3
"CAMBRILS"	"CAMBRILS"	1.06018437	41.0646383	3
"CAMELLE"	"CAMELLE"	-9.08871714	43.1864356	3
"Camoël"	"Camoël"	-2.4	47.483333	3
"CAMOGLI"	"CAMOGLI"	9.15	44.35	3
"Campbeltown"	"Campbeltown"	-5.602222222	55.42472222	3
"CAMPELLO"	"CAMPELLO"	-0.38221078	38.43178239	3
"CAMPELO"	"CAMPELO"	-8.68467215	42.42809921	3
"Campoloro (Santa-Maria-Poggio)"	"Campoloro (Santa-Maria-Poggio)"	9.5	42.33333333	3
"Cancale"	"Cancale"	-1.85	48.683333	3
"CANDAS"	"CANDAS"	-5.76063824	43.59047128	3
"Candelaria"	"Candelaria"	-16.36514975	28.36134015	3
"Canet-en-Roussillon"	"Canet-en-Roussillon"	3.033333	42.7	3
"CANGAS"	"CANGAS"	-8.78379049	42.26000247	3
"Canna (Outer Isles)"	"Canna (Outer Isles)"	-6.5	57.05	3
"Cannes"	"Cannes"	7.016667	43.55	3
"CANVEY ISLAND"	"CANVEY ISLAND"	-0.566666667	51.51666667	3
"CAORLE"	"CAORLE"	12.883889	45.599722	3
"Cap-Ferret (Lège-Cap-Ferret)"	"Cap-Ferret (Lège-Cap-Ferret)"	-1.133333333	44.78333333	3
"Cap Coz (Fouesnant)"	"Cap Coz (Fouesnant)"	-4.016667	47.9	3
"Capbreton"	"Capbreton"	-1.433333	43.633333	3
"CAPO D ORLANDO"	"CAPO D ORLANDO"	14.75	38.166667	3
"CAPRAIA"	"CAPRAIA"	9.833333	43.05	3
"CAPRI"	"CAPRI"	14.233333	40.55	3
"Carantec"	"Carantec"	-3.916667	48.666667	3
"Carboneras"	"Carboneras"	-1.89742837	36.99273301	3
"Carbost"	"Carbost"	-6.214722222	57.18444444	3
"Cardiff"	"Cardiff"	-3.150000095	51.45000076	3
"CARDIFF"	"CARDIFF"	-3.2	51.5	3
"Cardigan"	"Cardigan"	-4.650000095	52.08333206	3
"CARDIGAN"	"CARDIGAN"	-4.65	52.08333333	3
"Carentan"	"Carentan"	-1.233333	49.3	3
"Cargèse"	"Cargèse"	8.583333	42.133333	3
"CARIATI"	"CARIATI"	16.95	39.5	3
"Carino"	"Carino"	-7.865833282	43.73694611	3
"Cariño"	"Cariño"	-7.86417463	43.73897299	3
"CARLINGFORD"	"CARLINGFORD"	-6.188967649	54.04524447	3
"Carlisle"	"Carlisle"	-3.183333397	54.95000076	3
"CARLISLE"	"CARLISLE"	-2.933333333	54.88333333	3
"CARLOFORTE"	"CARLOFORTE"	8.305833	39.145	3
"CARNA"	"CARNA"	-9.841387339	53.32487825	3
"CARNE"	"CARNE"	-6.390555556	52.18305556	3
"Carnlough"	"Carnlough"	-5.983333111	54.98333359	3
"CARNLOUGH"	"CARNLOUGH"	-6	54.98333333	3
"CARNS"	"CARNS"	-8.440846776	54.24848857	3
"Carqueiranne"	"Carqueiranne"	6.083333	43.083333	3
"Carradale"	"Carradale"	-5.463333333	55.5925	3
"CARRAROE"	"CARRAROE"	-9.629822902	53.26816813	3
"CARREIRA-AGUIÑO"	"CARREIRA-AGUIÑO"	-9.01773872	42.520987	3
"Carrickfergus"	"Carrickfergus"	-5.816666603	54.70000076	3
"CARRICKFERGUS"	"CARRICKFERGUS"	-5.8	54.7	3
"CARRIGAHOLT"	"CARRIGAHOLT"	-9.699430558	52.60285954	3
"Carril"	"Carril"	-8.77594875	42.61517863	3
"Carro (Martigues)"	"Carro (Martigues)"	5.05	43.4	3
"Carron"	"Carron"	-5.613888889	57.36277778	3
"Carry-le-Rouet"	"Carry-le-Rouet"	5.15	43.333333	3
"Carsethorn"	"Carsethorn"	-3.566666667	54.91666667	3
"Cartagena"	"Cartagena"	-0.97490679	37.60033485	3
"Carteret (Barneville-Carteret)"	"Carteret (Barneville-Carteret)"	-1.75	49.38333333	3
"CASAMICCIOLA"	"CASAMICCIOLA"	13.883333	40.75	3
"CASAS DE ALCANAR"	"CASAS DE ALCANAR"	0.53165415	40.55297899	3
"Cassis"	"Cassis"	5.533333	43.216667	3
"Cassy (Lanton)"	"Cassy (Lanton)"	-1.033333	44.7	3
"CASTELLAMMARE DEL GOLFO"	"CASTELLAMMARE DEL GOLFO"	12.883333	38.016667	3
"CASTELLAMMARE DI STABIA"	"CASTELLAMMARE DI STABIA"	14.483333	40.7	3
"Castellon de la Plana"	"Castellon de la Plana"	0.017911	39.95115136	3
"CASTELSARDO"	"CASTELSARDO"	8.710278	40.915278	3
"CASTELVOLTURNO"	"CASTELVOLTURNO"	13.933333	41.333333	3
"CASTIGLIONCELLO"	"CASTIGLIONCELLO"	11.433333	42.866667	3
"CASTIGLIONE DELLA PESCAIA"	"CASTIGLIONE DELLA PESCAIA"	10.883333	42.766667	3
"Castillo del Romeral"	"Castillo del Romeral"	-15.4630707	27.79538007	3
"Castlebay"	"Castlebay"	-7.409444444	57.00027778	3
"CASTLEGREGORY"	"CASTLEGREGORY"	-10.01789418	52.26002694	3
"Castlehill"	"Castlehill"	-3.383333206	58.59999847	3
"Castletown"	"Castletown"	-3.383333333	58.6	3
"Castletown Bere"	"Castletown Bere"	-9.9080553	51.65139	3
"CASTLETOWNBERE"	"CASTLETOWNBERE"	-9.909219558	51.65264685	3
"CASTLETOWNSEND"	"CASTLETOWNSEND"	-9.173871401	51.52845363	3
"CASTRO"	"CASTRO"	13.316667	42.833333	3
"CASTRO URDIALES"	"CASTRO URDIALES"	-3.21616717	43.38452326	3
"CASTROPOL"	"CASTROPOL"	-7.02858503	43.53048246	3
"CATANIA"	"CATANIA"	15.1	37.5	3
"Catterline"	"Catterline"	-2.2	56.9	3
"CATTOLICA"	"CATTOLICA"	13.4	37.433333	3
"CAVO"	"CAVO"	10.416667	42.85	3
"CAWSAND"	"CAWSAND"	-4.35	50.31666667	3
"CAYON"	"CAYON"	-8.60261332	43.32091393	3
"CECINA"	"CECINA"	10.516667	43.316667	3
"CEDEIRA"	"CEDEIRA"	-8.06874197	43.65879543	3
"CEE"	"CEE"	-9.17499952	42.95699963	3
"CEFALU "	"CEFALU "	14.016667	38.033333	3
"Cemaes Bay"	"Cemaes Bay"	-4.483333111	53.41666794	3
"CEMAES BAY"	"CEMAES BAY"	-4.45	53.41666667	3
"Central Mainland (Shetland)"	"Central Mainland (Shetland)"	-1.276944444	60.32	3
"Centuri"	"Centuri"	9.35	42.95	3
"CERVIA"	"CERVIA"	12.358889	44.261667	3
"CESENATICO"	"CESENATICO"	12.411667	44.198333	3
"CETARA"	"CETARA"	14.7	40.65	3
"CETRARO"	"CETRARO"	15.933333	39.516667	3
"Ceuta"	"Ceuta"	-5.31065344	35.89081775	3
"Chaillevette"	"Chaillevette"	-1.05	45.733333	3
"Chalupy"	"Chalupy"	18.50033333	54.7505	3
"Charlestown"	"Charlestown"	-4.756070137	50.33074951	3
"CHARLESTOWN"	"CHARLESTOWN"	-3.5	56.03333333	3
"Charron"	"Charron"	-1.1	46.283333	3
"Chausey (Granville)"	"Chausey (Granville)"	-1.6	48.833333	3
"Cherbourg"	"Cherbourg"	-1.5666667	49.650002	3
"CHESTER"	"CHESTER"	-2.916666667	53.2	3
"CHIAVARI"	"CHIAVARI"	9.316667	44.316667	3
"CHIOGGIA"	"CHIOGGIA"	12.288889	45.225556	3
"CHIOS (Auction Hall)"	"CHIOS (Auction Hall)"	25.952	38.43	3
"Chipiona"	"Chipiona"	-6.43042681	36.74694302	3
"Chlapowo"	"Chlapowo"	18.36716667	54.8005	3
"Chlopy"	"Chlopy"	15.9835	54.25016667	3
"Christchurch"	"Christchurch"	-1.75	50.71666718	3
"CHRISTCHURCH"	"CHRISTCHURCH"	-1.75	50.73333333	3
"CHRISTIANSØ"	"CHRISTIANSØ"	15.1871	55.3205	3
"Chrzaszczewo"	"Chrzaszczewo"	14.73383333	53.95033333	3
"CIERVANA"	"CIERVANA"	-3.07988674	43.35479544	3
"CILL CHIARAIN"	"CILL CHIARAIN"	-9.828947371	53.32646738	3
"Cillero"	"Cillero"	-7.583333492	43.66666794	3
"CILLERO"	"CILLERO"	-7.59442171	43.68165241	3
"CIRO  MARINA"	"CIRO  MARINA"	17.133333	39.366667	3
"Ciudadela"	"Ciudadela"	3.83238942	40.00147537	3
"CIVITANOVA MARCHE"	"CIVITANOVA MARCHE"	13.666667	43.316667	3
"CIVITAVECCHIA"	"CIVITAVECCHIA"	11.8	42.1	3
"CLACTON"	"CLACTON"	1.15	51.8	3
"Claouey (Lège-Cap-Ferret)"	"Claouey (Lège-Cap-Ferret)"	-1.133333333	44.78333333	3
"CLARE ISLAND"	"CLARE ISLAND"	-10.04532356	53.80752344	3
"CLARINBRIDGE"	"CLARINBRIDGE"	-8.96036887	53.21182207	3
"CLEANDRA"	"CLEANDRA"	-9.925064166	51.74227706	3
"Cléder"	"Cléder"	-4.1	48.666667	3
"CLEGGAN/CLIFDEN"	"CLEGGAN/CLIFDEN"	-10.12243884	53.55475354	3
"CLOGHERHEAD"	"CLOGHERHEAD"	-6.234068649	53.78571204	3
"CLONAKILTY"	"CLONAKILTY"	-8.883899964	51.62202319	3
"Clovelly"	"Clovelly"	-4.400000095	51	3
"COAST ROAD (BARDSEA)"	"COAST ROAD (BARDSEA)"	-3.066666667	54.15	3
"COBH"	"COBH"	-8.286271463	51.85382007	3
"Colchester"	"Colchester"	0.899999976	51.88333511	3
"COLCHESTER"	"COLCHESTER"	0.9	51.88333333	3
"Coleraine"	"Coleraine"	-6.666666508	55.13333511	3
"COLERAINE"	"COLERAINE"	-6.666666667	55.13333333	3
"Colijnsplaat"	"Colijnsplaat"	3.85	51.6	3
"COLINDRES"	"COLINDRES"	-3.46005727	43.39694477	3
"Coll"	"Coll"	-6.516666667	56.61666667	3
"Collafirth"	"Collafirth"	-1.333055556	60.53305556	3
"Collieston"	"Collieston"	-1.916666667	57.35	3
"Collioure / Argelès-sur-Mer"	"Collioure / Argelès-sur-Mer"	3.016667	42.55	3
"COLONIA SAN JORGE"	"COLONIA SAN JORGE"	3.00044129	39.31676236	3
"Colonsay"	"Colonsay"	-6.166666667	56.06666667	3
"COMBARRO"	"COMBARRO"	-8.70527767	42.42925405	3
"COMILLAS"	"COMILLAS"	-4.28815438	43.39494709	3
"Concarneau"	"Concarneau"	-3.916667	47.866667	3
"Conil"	"Conil"	-6.1360241	36.29569395	3
"CONNAHS QUAY"	"CONNAHS QUAY"	-3.066666667	53.21666667	3
"Constanta"	"Constanta"	28.65583333	44.17361111	3
"Contis (Saint-Julien-en-Born)"	"Contis (Saint-Julien-en-Born)"	-1.233333	44.066667	3
"Conwy"	"Conwy"	-3.833333254	53.28333282	3
"CONWY"	"CONWY"	-3.833333333	53.28333333	3
"Corcubion"	"Corcubion"	-9.18944899	42.94569105	3
"Cordemais"	"Cordemais"	-1.883333	47.283333	3
"CORIGLIANO CALABRO"	"CORIGLIANO CALABRO"	16.516667	39.6	3
"Cork"	"Cork"	-8.2875004	51.850555	3
"CORK"	"CORK"	-8.389141807	51.87830953	3
"CORME"	"CORME"	-8.96377789	43.26499033	3
"Corpach"	"Corpach"	-5.116666667	57	3
"Corps de Garde (Charron)"	"Corps de Garde (Charron)"	-1.1	46.283333	3
"CORRALEJO"	"CORRALEJO"	-13.86321451	28.74012301	3
"Corran"	"Corran"	-5.24	56.72	3
"CORRUBEDO"	"CORRUBEDO"	-9.07108953	42.57396062	3
"Corunna"	"Corunna"	-8.411110878	43.38611221	3
"Cosqueville"	"Cosqueville"	-1.4	49.7	3
"Couëron"	"Couëron"	-1.733333	47.216667	3
"Coulport"	"Coulport"	-4.860555556	56.01611111	3
"Courseulles-sur-Mer"	"Courseulles-sur-Mer"	-0.45	49.333333	3
"COURTMACSHERRY"	"COURTMACSHERRY"	-8.709094307	51.63576782	3
"COURTOWN"	"COURTOWN"	-6.219182117	52.64149482	3
"Cove (Aberdeen)"	"Cove (Aberdeen)"	-2.066666667	57.1	3
"Cove (Leith)"	"Cove (Leith)"	-2.35	55.93333333	3
"Coverack"	"Coverack"	-5.083333492	50.01666641	3
"COVERACK"	"COVERACK"	-5.1	50.01666667	3
"Cowes"	"Cowes"	-1.283333302	50.75	3
"COWES"	"COWES"	-1.3	50.76666667	3
"Crach"	"Crach"	-3.008333	47.616667	3
"Craighouse"	"Craighouse"	-5.947222222	55.83333333	3
"Crail"	"Crail"	-2.616666667	56.25	3
"Craster"	"Craster"	-1.646666646	55.58666611	3
"CRASTER"	"CRASTER"	-1.583333333	55.46666667	3
"Crinan"	"Crinan"	-5.556666667	56.09138889	3
"CROMANE"	"CROMANE"	-9.928119089	52.11295857	3
"Cromarty"	"Cromarty"	-4	57.66666667	3
"CROSSHAVEN"	"CROSSHAVEN"	-8.30337215	51.7937435	3
"Crosskirk"	"Crosskirk"	-3.665277778	58.60861111	3
"CROTONE"	"CROTONE"	17.133333	39.083333	3
"Cuan"	"Cuan"	-5.6275	56.26666667	3
"CUDILLERO"	"CUDILLERO"	-6.15047823	43.56835237	3
"Culkein/Drumbeg"	"Culkein/Drumbeg"	-5.346666667	58.24444444	3
"Cullera"	"Cullera"	-0.25392342	39.16291252	3
"Cullercoats"	"Cullercoats"	-1.416666746	55.01666641	3
"CULLERCOATS"	"CULLERCOATS"	-1.433333333	55.03333333	3
"Cullivoe"	"Cullivoe"	-1	60.7	3
"Cumbraes"	"Cumbraes"	-4.916666667	55.73333333	3
"CUPRA MARITTIMA"	"CUPRA MARITTIMA"	13.85	43.016667	3
"CURRACLOE"	"CURRACLOE"	-6.383789117	52.381365	3
"Cushendall"	"Cushendall"	-6.050000191	55.08333206	3
"CUSHENDALL"	"CUSHENDALL"	-6.05	55.08333333	3
"Cushendun"	"Cushendun"	-6.033333302	55.11666489	3
"CUSHENDUN"	"CUSHENDUN"	-6.05	55.13333333	3
"CUXHAVEN"	"CUXHAVEN"	8.7	53.86666667	3
"Dabki"	"Dabki"	16.30066667	54.3675	3
"Dafto-Valo"	"Dafto-Valo"	11.168667	58.915333	3
"DAGEBUELL"	"DAGEBUELL"	8.684166667	54.71816667	3
"DAGELØKKE"	"DAGELØKKE"	10.8665	55.0609	3
"DAHME"	"DAHME"	11.084	54.21683333	3
"Dahouët (Pléneuf-Val-André)"	"Dahouët (Pléneuf-Val-André)"	-2.55	48.6	3
"Dalaro"	"Dalaro"	18.408333	59.13	3
"DALKEY"	"DALKEY"	-6.09483718	53.2744301	3
"DALSGÅRD"	"DALSGÅRD"	9.5775	54.8936	3
"Damgan"	"Damgan"	-2.583333	47.516667	3
"DAMP"	"DAMP"	10.0175	54.56816667	3
"DANGAST"	"DANGAST"	8.100833333	53.43383333	3
"DARBO"	"DARBO"	-8.79800014	42.25499894	3
"Darlowo"	"Darlowo"	16.368	54.434	3
"Dartmouth"	"Dartmouth"	-3.5833333	50.349998	3
"DARTMOUTH"	"DARTMOUTH"	-3.583333333	50.35	3
"DASSOW"	"DASSOW"	10.96666667	53.9	3
"DEAL"	"DEAL"	1.4	51.21666667	3
"Debki"	"Debki"	18.13366667	54.83333333	3
"Deerness"	"Deerness"	-2.857777778	58.97388889	3
"Degerhamn"	"Degerhamn"	16.41	56.355	3
"Degeron"	"Degeron"	22.666667	65.553333	3
"DEJRET"	"DEJRET"	10.2331	56.1227	3
"Delfzijl"	"Delfzijl"	6.916666667	53.33333333	3
"DELFZIJL"	"DELFZIJL"	6.93	53.33	3
"Delfzil"	"Delfzil"	6.900000095	53.34999847	3
"DELTEBRE"	"DELTEBRE"	0.73867784	40.76762789	3
"Den Helder"	"Den Helder"	4.7888889	52.962502	3
"DENHAAG-SCHEVENINGEN"	"DENHAAG-SCHEVENINGEN"	4.27	52.11	3
"DENHELDER"	"DENHELDER"	4.76	52.96	3
"Denia"	"Denia"	0.11309683	38.84549451	3
"Denneville"	"Denneville"	-1.65	49.31666667	3
"DERRYNANE/CAHERDANIEL"	"DERRYNANE/CAHERDANIEL"	-10.13729465	51.76897919	3
"DEVA"	"DEVA"	-2.35441439	43.29604761	3
"DIAMANTE"	"DIAMANTE"	15.816667	39.683333	3
"Diélette (Flamanville)"	"Diélette (Flamanville)"	-1.866667	49.533333	3
"DIEMEN"	"DIEMEN"	4.96	52.34	3
"Dieppe"	"Dieppe"	1.083333254	49.91666794	3
"DIERHAGEN"	"DIERHAGEN"	12.3515	54.2845	3
"Dinard"	"Dinard"	-2.066667	48.633333	3
"Dingle"	"Dingle"	-10.271667	52.139999	3
"DINGLE"	"DINGLE"	-10.27844243	52.1124725	3
"Dirhami"	"Dirhami"	23.501	59.21133333	3
"DITZUM"	"DITZUM"	7.2675	53.30083333	3
"Dives-sur-Mer"	"Dives-sur-Mer"	-0.1	49.283333	3
"Djaupdy"	"Djaupdy"	18.708167	57.250333	3
"Djupekas"	"Djupekas"	14.720833	56.071	3
"Djupvik (Gotland)"	"Djupvik (Gotland)"	18.155	57.308333	3
"Djupvik (Tjorn)"	"Djupvik (Tjorn)"	11.696333	57.990667	3
"Djuro"	"Djuro"	18.688667	59.305333	3
"Doëlan (Clohars-Carnoët)"	"Doëlan (Clohars-Carnoët)"	-3.583333	47.8	3
"DOKKEDAL"	"DOKKEDAL"	10.2533	56.9054	3
"Domsten"	"Domsten"	12.606667	56.116667	3
"Donaghadee"	"Donaghadee"	-5.5500002	54.650002	3
"DONAGHADEE"	"DONAGHADEE"	-5.533333333	54.63333333	3
"DONOYSA"	"DONOYSA"	25.796	37.099	3
"Donso"	"Donso"	11.7945	57.599	3
"Donville-les-Bains"	"Donville-les-Bains"	-1.566667	48.85	3
"DOOLIN"	"DOOLIN"	-9.331170026	53.0466681	3
"DOONBEG"	"DOONBEG"	-9.518605464	52.72548107	3
"Dornoch"	"Dornoch"	-2.033333333	57.86666667	3
"DORUM"	"DORUM"	8.533333333	53.73383333	3
"Douarnenez"	"Douarnenez"	-4.3041668	48.09222	3
"Douglas"	"Douglas"	-4.466666698	54.15000153	3
"DOUGLAS"	"DOUGLAS"	-3.85	55.55	3
"Dover"	"Dover"	1.3333333	51.116665	3
"DOVER"	"DOVER"	1.3	51.13333333	3
"DOVERODDE"	"DOVERODDE"	8.4681	56.7216	3
"Downings"	"Downings"	-7.844722271	55.1894455	3
"DOWNINGS"	"DOWNINGS"	-7.844722222	55.18916667	3
"DRAGØR"	"DRAGØR"	12.6704	55.5938	3
"DRANSKE R"	"DRANSKE R"	13.28366667	54.61683333	3
"DRECHT"	"DRECHT"	9.9845	54.7015	3
"DREJENS"	"DREJENS"	9.558	55.4978	3
"DREJØ"	"DREJØ"	10.4205	54.9704	3
"DROGHEDA"	"DROGHEDA"	-6.37984593	53.70598597	3
"DROMORE WEST"	"DROMORE WEST"	-8.893055556	54.25166667	3
"Drummore"	"Drummore"	-4.866666667	54.66666667	3
"DUBLIN"	"DUBLIN"	-6.025016648	53.35838122	3
